bin,jobnum,year,units,parktype,reqspaces,waivertype,waiverspaces
2124509,201089491,2011,3,required - high density,2,waiver - small num of spaces,0
2124510,201089507,2011,3,required - high density,2,waiver - small num of spaces,0
2124506,201089516,2011,3,required - high density,2,waiver - small num of spaces,0
2115313,201091175,2010,2,required - high density,1,waiver - small num of spaces,0
2115311,201091184,2010,2,required - high density,1,waiver - small num of spaces,0
2115315,201091193,2010,2,required - high density,1,waiver - small num of spaces,0
2115312,201091219,2010,2,required - high density,1,waiver - small num of spaces,0
2115314,201091228,2010,2,required - high density,1,waiver - small num of spaces,0
2124511,201091905,2012,3,required - high density,2,waiver - small num of spaces,0
2116861,201092897,2014,25,required - high density,13,waiver - small num of spaces,8
2115346,201093887,2018,2,required - high density,1,waiver - small num of spaces,0
2115347,201093912,2018,2,required - high density,1,waiver - small num of spaces,0
2124474,201094181,2013,8,required - high density,4,waiver - small num of spaces,0
2120130,201100664,2013,12,required - high density,4,waiver - small num of spaces,0
2118184,201102010,2012,2,required - high density,1,waiver - small num of spaces,0
2118183,201102029,2011,3,required - high density,1,waiver - small num of spaces,0
2118182,201102038,2011,3,required - high density,1,waiver - small num of spaces,0
2118181,201102047,2012,3,required - high density,1,waiver - small num of spaces,0
2118180,201102056,2011,3,required - high density,1,waiver - small num of spaces,0
2083250,201102092,2011,10,required - high density,5,waiver - small num of spaces,0
2115273,201102403,2010,114,required - high density,57,waiver - small num of spaces,42
2118328,201102564,2011,113,required - high density,57,waiver - small num of spaces,42
2118383,201103386,2010,72,required - high density,50,waiver - small num of spaces,45
2120531,201103750,2010,3,required - high density,1,waiver - small num of spaces,0
2118416,201106196,2019,3,required - high density,1,waiver - small num of spaces,0
2120257,201107051,2013,2,required - high density,1,waiver - small num of spaces,0
2127813,201109549,2017,2,required - high density,1,waiver - small num of spaces,0
2098327,201110243,2010,22,required - high density,7,waiver - small num of spaces,2
2083672,201110831,2012,46,required - high density,32,waiver - small num of spaces,27
2121955,201114999,2010,2,required - high density,1,waiver - small num of spaces,0
2117690,201115373,2012,3,required - high density,2,waiver - small num of spaces,0
2117691,201115382,2012,3,required - high density,2,waiver - small num of spaces,0
2117689,201115391,2012,3,required - high density,2,waiver - small num of spaces,0
2126615,201116318,2015,8,required - high density,4,waiver - small num of spaces,0
2117805,201116808,2010,84,required - high density,25,waiver - small num of spaces,10
2116240,201117503,2010,2,required - high density,1,waiver - small num of spaces,0
2120358,201117576,2010,5,required - high density,2,waiver - small num of spaces,0
2116241,201117807,2010,2,required - high density,1,waiver - small num of spaces,0
2116242,201117816,2010,2,required - high density,1,waiver - small num of spaces,0
2121568,201118977,2013,3,required - high density,2,waiver - small num of spaces,0
2117628,201118986,2013,3,required - high density,2,waiver - small num of spaces,0
2121569,201118995,2013,3,required - high density,2,waiver - small num of spaces,0
2114553,201123177,2011,3,required - high density,2,waiver - small num of spaces,0
2832359,201123186,2011,80,required - high density,48,waiver - small num of spaces,43
2126993,201123195,2017,10,required - high density,5,waiver - small num of spaces,0
2115508,201124434,2010,81,required - high density,49,waiver - small num of spaces,44
2115820,201124443,2010,81,required - high density,49,waiver - small num of spaces,44
2116983,201125488,2010,50,required - high density,30,waiver - small num of spaces,25
2116577,201125638,2011,3,required - high density,1,waiver - small num of spaces,0
2116576,201125647,2010,3,required - high density,1,waiver - small num of spaces,0
2123692,201125923,2011,8,required - high density,4,waiver - small num of spaces,0
2116625,201126174,2013,8,required - high density,2,waiver - small num of spaces,0
2120545,201127119,2014,3,required - high density,1,waiver - small num of spaces,0
2007705,201127510,2010,29,required - high density,12,waiver - small/narrow,0
2120102,201131426,2010,10,required - high density,5,waiver - small/narrow,0
2124988,201131649,2010,42,required - high density,17,waiver - small/narrow,0
2118205,201131809,2010,70,required - high density,28,waiver - small/narrow,0
2120352,201131890,2011,54,required - high density,32,waiver - small num of spaces,27
2117681,210000336,2014,3,required - high density,2,waiver - small num of spaces,0
2117680,210000345,2014,3,required - high density,2,waiver - small num of spaces,0
2117682,210000354,2011,3,required - high density,2,waiver - small num of spaces,0
2124698,210001219,2011,3,required - high density,1,waiver - small num of spaces,0
2124696,210001503,2011,3,required - high density,1,waiver - small num of spaces,0
2124697,210001512,2011,3,required - high density,1,waiver - small num of spaces,0
2121204,210001549,2010,3,required - high density,2,waiver - small num of spaces,0
2118406,210001647,2010,84,required - high density,50,waiver - small num of spaces,45
2118405,210001656,2010,123,required - high density,74,waiver - small num of spaces,69
2127527,210001674,2013,2,required - high density,1,waiver - small num of spaces,0
2007178,210001727,2010,2,required - high density,1,waiver - small num of spaces,0
2116646,210003814,2010,100,required - high density,20,waiver - small num of spaces,5
2116645,210003823,2010,85,required - high density,17,waiver - small num of spaces,2
2116624,210003832,2010,131,required - high density,52,waiver - small num of spaces,37
2120056,210003976,2010,3,required - high density,1,waiver - small num of spaces,0
2116644,210004591,2010,136,required - high density,54,waiver - small num of spaces,39
2007219,210006535,2013,2,required - high density,1,waiver - small num of spaces,0
2116568,210007464,2011,4,required - high density,2,waiver - small num of spaces,0
2118469,210007525,2011,4,required - high density,2,waiver - small num of spaces,0
2120196,210007972,2010,11,required - high density,3,waiver - small num of spaces,0
2121268,210008052,2010,3,required - high density,2,waiver - small num of spaces,0
2117197,210009168,2019,6,required - high density,3,waiver - small num of spaces,0
2117655,210009532,2010,122,required - high density,73,waiver - small num of spaces,68
2117623,210009578,2019,9,required - high density,5,waiver - small num of spaces,0
2124486,210011075,2012,3,required - high density,1,waiver - small num of spaces,0
2124485,210011084,2012,3,required - high density,1,waiver - small num of spaces,0
2118628,210011182,2010,58,required - high density,35,waiver - small num of spaces,30
2019796,210011878,2019,25,required - high density,8,waiver - small num of spaces,0
2046199,210012902,2011,20,required - high density,10,waiver - small num of spaces,5
2117645,210014848,2010,57,required - high density,34,waiver - small num of spaces,29
2117677,210015598,2011,2,required - high density,1,waiver - small num of spaces,0
2117676,210015605,2011,2,required - high density,1,waiver - small num of spaces,0
2126582,210015650,2014,2,required - high density,1,waiver - small num of spaces,0
2127565,210015669,2013,2,required - high density,1,waiver - small num of spaces,0
2127465,210015767,2011,107,required - high density,43,waiver - small/narrow,0
2116171,210020154,2010,190,required - high density,95,waiver - small num of spaces,80
2116430,210020476,2018,41,required - high density,21,waiver - small num of spaces,16
2125680,210022722,2010,2,required - high density,1,waiver - small num of spaces,0
2017191,210023222,2012,77,required - high density,31,waiver - small/narrow,0
2018639,210023829,2012,69,required - high density,41,waiver - small num of spaces,36
2079424,210024819,2010,1,required - low density,2,waiver - small/narrow,0
2120464,210025337,2011,43,required - high density,13,waiver - small num of spaces,8
2124719,210025836,2016,3,required - high density,1,waiver - small num of spaces,0
2120262,210026256,2010,25,required - high density,8,waiver - small num of spaces,3
2102047,210026489,2010,44,required - high density,31,waiver - small num of spaces,26
2102046,210026498,2010,51,required - high density,36,waiver - small num of spaces,31
2014427,210026746,2010,57,required - high density,29,waiver - small num of spaces,24
2124640,210028931,2013,20,required - high density,10,waiver - small num of spaces,5
2128714,210030312,2016,141,required - high density,85,waiver - small num of spaces,80
2010275,210030544,2011,103,required - high density,62,waiver - small num of spaces,57
2121299,210031133,2010,3,required - high density,2,waiver - small num of spaces,0
2121300,210031142,2010,3,required - high density,2,waiver - small num of spaces,0
2118191,210031909,2011,2,required - high density,1,waiver - small num of spaces,0
2118193,210031918,2011,2,required - high density,1,waiver - small num of spaces,0
2118192,210031927,2011,2,required - high density,1,waiver - small num of spaces,0
2120514,210032016,2010,127,required - high density,76,waiver - small num of spaces,71
2116647,210033471,2010,80,required - high density,32,waiver - small num of spaces,17
2116630,210033480,2011,77,required - high density,31,waiver - small num of spaces,16
2128907,210033710,2016,63,required - high density,19,waiver - small num of spaces,14
2116648,210037958,2011,80,required - high density,16,waiver - small num of spaces,1
2074868,210038626,2011,46,required - high density,23,waiver - small num of spaces,18
2124686,210039206,2010,50,required - high density,30,waiver - small num of spaces,25
2120544,210039359,2010,48,required - high density,14,waiver - small num of spaces,9
2012018,210039625,2010,54,required - high density,32,waiver - small num of spaces,27
2124395,210040374,2013,104,required - high density,73,waiver - small num of spaces,68
2118386,210042354,2011,2,required - high density,1,waiver - small num of spaces,0
2118387,210042363,2011,2,required - high density,1,waiver - small num of spaces,0
2120525,210043371,2011,34,required - high density,10,waiver - small num of spaces,5
2125107,210045501,2010,3,required - high density,2,waiver - small num of spaces,0
2125109,210045510,2010,3,required - high density,2,waiver - small num of spaces,0
